content,publishtime,area,majorpollutant,forecastdate,aqi,minorpollutant,minorpollutantaqi
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依16時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖多為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日16時氣象資料顯示：26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
27日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
28日環境風場為偏南風，西半部擴散條件轉佳，北部位於下風處，污染物稍易累積，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，26日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升；28日至7月1日環境風場為偏南風至西南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 16:30",中部,,2024-06-28,45,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依16時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖多為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日16時氣象資料顯示：26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
27日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
28日環境風場為偏南風，西半部擴散條件轉佳，北部位於下風處，污染物稍易累積，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，26日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升；28日至7月1日環境風場為偏南風至西南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 16:30",中部,臭氧八小時,2024-06-27,70,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依16時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖多為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日16時氣象資料顯示：26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
27日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
28日環境風場為偏南風，西半部擴散條件轉佳，北部位於下風處，污染物稍易累積，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，26日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升；28日至7月1日環境風場為偏南風至西南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 16:30",中部,臭氧八小時,2024-06-26,70,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依16時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖多為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日16時氣象資料顯示：26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
27日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
28日環境風場為偏南風，西半部擴散條件轉佳，北部位於下風處，污染物稍易累積，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，26日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升；28日至7月1日環境風場為偏南風至西南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 16:30",竹苗,,2024-06-28,35,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依16時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖多為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日16時氣象資料顯示：26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
27日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
28日環境風場為偏南風，西半部擴散條件轉佳，北部位於下風處，污染物稍易累積，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，26日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升；28日至7月1日環境風場為偏南風至西南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 16:30",竹苗,臭氧八小時,2024-06-27,60,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依16時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖多為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日16時氣象資料顯示：26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
27日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
28日環境風場為偏南風，西半部擴散條件轉佳，北部位於下風處，污染物稍易累積，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，26日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升；28日至7月1日環境風場為偏南風至西南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 16:30",竹苗,臭氧八小時,2024-06-26,60,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依16時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖多為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日16時氣象資料顯示：26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
27日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
28日環境風場為偏南風，西半部擴散條件轉佳，北部位於下風處，污染物稍易累積，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，26日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升；28日至7月1日環境風場為偏南風至西南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 16:30",北部,臭氧八小時,2024-06-28,70,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依16時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖多為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日16時氣象資料顯示：26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
27日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
28日環境風場為偏南風，西半部擴散條件轉佳，北部位於下風處，污染物稍易累積，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，26日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升；28日至7月1日環境風場為偏南風至西南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 16:30",北部,臭氧八小時,2024-06-27,100,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依16時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖多為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日16時氣象資料顯示：26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
27日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏空品區為「普通」等級。
28日環境風場為偏南風，西半部擴散條件轉佳，北部位於下風處，污染物稍易累積，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，26日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升；28日至7月1日環境風場為偏南風至西南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 16:30",北部,臭氧八小時,2024-06-26,100,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依10時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日10時氣象資料顯示：25日環境風場為偏南風至東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、宜蘭及花東空品區為「良好」等級；北部及高屏空品區為「普通」等級。
27日環境風場持續為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度易上升。竹苗、雲嘉南、宜蘭及花東空品區為「良好」等級；北部、中部及高屏空品區為「普通」等級。
未來一週，25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積；28日至30日環境風場為偏南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 10:30",澎湖,,2024-06-25,50,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依10時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日10時氣象資料顯示：25日環境風場為偏南風至東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、宜蘭及花東空品區為「良好」等級；北部及高屏空品區為「普通」等級。
27日環境風場持續為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度易上升。竹苗、雲嘉南、宜蘭及花東空品區為「良好」等級；北部、中部及高屏空品區為「普通」等級。
未來一週，25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積；28日至30日環境風場為偏南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 10:30",金門,,2024-06-25,50,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依10時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日10時氣象資料顯示：25日環境風場為偏南風至東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、宜蘭及花東空品區為「良好」等級；北部及高屏空品區為「普通」等級。
27日環境風場持續為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度易上升。竹苗、雲嘉南、宜蘭及花東空品區為「良好」等級；北部、中部及高屏空品區為「普通」等級。
未來一週，25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積；28日至30日環境風場為偏南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 10:30",馬祖,,2024-06-25,50,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依10時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日10時氣象資料顯示：25日環境風場為偏南風至東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、宜蘭及花東空品區為「良好」等級；北部及高屏空品區為「普通」等級。
27日環境風場持續為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度易上升。竹苗、雲嘉南、宜蘭及花東空品區為「良好」等級；北部、中部及高屏空品區為「普通」等級。
未來一週，25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積；28日至30日環境風場為偏南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 10:30",花東,,2024-06-28,35,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依10時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日10時氣象資料顯示：25日環境風場為偏南風至東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、宜蘭及花東空品區為「良好」等級；北部及高屏空品區為「普通」等級。
27日環境風場持續為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度易上升。竹苗、雲嘉南、宜蘭及花東空品區為「良好」等級；北部、中部及高屏空品區為「普通」等級。
未來一週，25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積；28日至30日環境風場為偏南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 10:30",花東,,2024-06-27,35,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依10時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日10時氣象資料顯示：25日環境風場為偏南風至東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、宜蘭及花東空品區為「良好」等級；北部及高屏空品區為「普通」等級。
27日環境風場持續為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度易上升。竹苗、雲嘉南、宜蘭及花東空品區為「良好」等級；北部、中部及高屏空品區為「普通」等級。
未來一週，25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積；28日至30日環境風場為偏南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 10:30",花東,,2024-06-26,35,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依10時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日10時氣象資料顯示：25日環境風場為偏南風至東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、宜蘭及花東空品區為「良好」等級；北部及高屏空品區為「普通」等級。
27日環境風場持續為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度易上升。竹苗、雲嘉南、宜蘭及花東空品區為「良好」等級；北部、中部及高屏空品區為「普通」等級。
未來一週，25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積；28日至30日環境風場為偏南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 10:30",花東,,2024-06-25,35,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依10時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日10時氣象資料顯示：25日環境風場為偏南風至東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、宜蘭及花東空品區為「良好」等級；北部及高屏空品區為「普通」等級。
27日環境風場持續為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度易上升。竹苗、雲嘉南、宜蘭及花東空品區為「良好」等級；北部、中部及高屏空品區為「普通」等級。
未來一週，25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積；28日至30日環境風場為偏南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 10:30",宜蘭,,2024-06-28,35,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依10時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日10時氣象資料顯示：25日環境風場為偏南風至東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、宜蘭及花東空品區為「良好」等級；北部及高屏空品區為「普通」等級。
27日環境風場持續為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度易上升。竹苗、雲嘉南、宜蘭及花東空品區為「良好」等級；北部、中部及高屏空品區為「普通」等級。
未來一週，25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積；28日至30日環境風場為偏南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 10:30",宜蘭,,2024-06-27,35,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依10時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日10時氣象資料顯示：25日環境風場為偏南風至東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、宜蘭及花東空品區為「良好」等級；北部及高屏空品區為「普通」等級。
27日環境風場持續為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度易上升。竹苗、雲嘉南、宜蘭及花東空品區為「良好」等級；北部、中部及高屏空品區為「普通」等級。
未來一週，25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積；28日至30日環境風場為偏南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 10:30",宜蘭,,2024-06-26,35,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依10時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日10時氣象資料顯示：25日環境風場為偏南風至東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、宜蘭及花東空品區為「良好」等級；北部及高屏空品區為「普通」等級。
27日環境風場持續為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度易上升。竹苗、雲嘉南、宜蘭及花東空品區為「良好」等級；北部、中部及高屏空品區為「普通」等級。
未來一週，25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積；28日至30日環境風場為偏南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 10:30",宜蘭,,2024-06-25,35,,
"今（25）日環境風場為偏南風至東南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積。依10時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部為「普通」等級。
依監測資料及氣象署25日10時氣象資料顯示：25日環境風場為偏南風至東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
26日環境風場為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、宜蘭及花東空品區為「良好」等級；北部及高屏空品區為「普通」等級。
27日環境風場持續為東南風，西半部擴散條件稍差，污染物稍易累積，午後受光化作用影響，臭氧濃度易上升。竹苗、雲嘉南、宜蘭及花東空品區為「良好」等級；北部、中部及高屏空品區為「普通」等級。
未來一週，25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積；28日至30日環境風場為偏南風，迎風面擴散條件較好，北部污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-25 10:30",高屏,,2024-06-28,50,,
